Date,Open,High,Low,Close,Adj Close,Volume
2022-02-16,504.5,507.95001220703125,496.70001220703125,498.20001220703125,498.20001220703125,876665
2022-02-17,505.1000061035156,511.3999938964844,498.29998779296875,500.0,500.0,1010796
2022-02-18,497.45001220703125,502.75,491.5,493.1000061035156,493.1000061035156,967313
2022-02-21,491.0,500.3500061035156,486.20001220703125,494.70001220703125,494.70001220703125,654509
2022-02-22,477.1499938964844,486.20001220703125,471.6000061035156,478.45001220703125,478.45001220703125,2001602
2022-02-23,481.8999938964844,485.3500061035156,475.5,477.0,477.0,1216873
2022-02-24,455.6499938964844,461.5,411.1000061035156,427.8500061035156,427.8500061035156,5179899
2022-02-25,442.3500061035156,465.6000061035156,442.3500061035156,459.6000061035156,459.6000061035156,2201555
2022-02-28,450.95001220703125,457.25,442.29998779296875,454.1499938964844,454.1499938964844,1506965
2022-03-02,451.20001220703125,454.1499938964844,444.54998779296875,447.6000061035156,447.6000061035156,1771227
2022-03-03,457.1000061035156,459.95001220703125,435.0,436.8999938964844,436.8999938964844,1581438
2022-03-04,431.5,431.5,415.0,417.5,417.5,2016383
2022-03-07,402.1000061035156,402.3500061035156,387.8999938964844,394.20001220703125,394.20001220703125,6447788
2022-03-08,392.29998779296875,395.3500061035156,376.1499938964844,391.79998779296875,391.79998779296875,4155549
2022-03-09,396.70001220703125,409.1000061035156,389.6000061035156,405.95001220703125,405.95001220703125,4050477
2022-03-10,429.70001220703125,434.8999938964844,414.1499938964844,419.54998779296875,419.54998779296875,4762670
2022-03-11,415.8999938964844,421.0,407.3999938964844,418.1499938964844,418.1499938964844,2018222
2022-03-14,418.79998779296875,418.79998779296875,404.0,411.70001220703125,411.70001220703125,2761518
2022-03-15,410.45001220703125,424.0,408.04998779296875,413.6499938964844,413.6499938964844,3219608
2022-03-16,426.5,428.5,420.8500061035156,424.79998779296875,424.79998779296875,2248566
2022-03-17,431.95001220703125,435.75,429.45001220703125,433.79998779296875,433.79998779296875,1008935
2022-03-21,436.0,436.04998779296875,427.1000061035156,427.95001220703125,427.95001220703125,1423008
2022-03-22,427.95001220703125,441.3999938964844,421.3500061035156,440.29998779296875,440.29998779296875,2424255
2022-03-23,444.29998779296875,449.0,434.5,435.70001220703125,435.70001220703125,1237323
2022-03-24,430.8999938964844,435.3999938964844,427.45001220703125,433.20001220703125,433.20001220703125,1096825
2022-03-25,436.8999938964844,437.70001220703125,427.6499938964844,432.04998779296875,432.04998779296875,1007803
2022-03-28,432.0,434.95001220703125,426.3500061035156,432.6499938964844,432.6499938964844,565117
2022-03-29,435.29998779296875,439.20001220703125,431.45001220703125,433.54998779296875,433.54998779296875,539568
2022-03-30,438.70001220703125,442.3500061035156,434.6000061035156,435.6499938964844,435.6499938964844,622381
2022-03-31,436.0,438.25,432.45001220703125,433.5,433.5,926251
2022-04-01,434.1000061035156,442.25,431.0,441.1000061035156,441.1000061035156,542319
2022-04-04,444.70001220703125,449.3500061035156,441.3500061035156,446.79998779296875,446.79998779296875,1101864
2022-04-05,449.0,461.8999938964844,448.70001220703125,458.04998779296875,458.04998779296875,2457231
2022-04-06,456.79998779296875,462.6499938964844,452.3999938964844,456.1499938964844,456.1499938964844,1830532
2022-04-07,457.79998779296875,459.0,448.29998779296875,449.45001220703125,449.45001220703125,1557694
2022-04-08,452.5,456.3500061035156,449.6000061035156,452.1000061035156,452.1000061035156,605945
2022-04-11,457.0,458.95001220703125,451.0,452.04998779296875,452.04998779296875,1106650
2022-04-12,451.29998779296875,451.29998779296875,435.0,438.1499938964844,438.1499938964844,1662748
2022-04-13,441.3999938964844,443.0,430.25,431.0,431.0,628100
2022-04-18,430.25,436.45001220703125,423.8999938964844,433.6499938964844,433.6499938964844,551582
2022-04-19,438.0,440.29998779296875,416.8500061035156,424.1000061035156,424.1000061035156,412938
2022-04-20,431.25,441.5,428.04998779296875,440.5,440.5,709048
2022-04-21,445.20001220703125,449.25,440.8999938964844,447.95001220703125,447.95001220703125,491814
2022-04-22,443.75,447.1499938964844,438.0,438.95001220703125,438.95001220703125,448458
2022-04-25,433.70001220703125,435.95001220703125,423.3999938964844,425.25,425.25,1040968
2022-04-26,434.5,437.25,431.54998779296875,434.79998779296875,434.79998779296875,845747
2022-04-27,429.0,432.8500061035156,425.1499938964844,430.1499938964844,430.1499938964844,441798
2022-04-28,436.0,439.1499938964844,430.8999938964844,436.20001220703125,436.20001220703125,327631
2022-04-29,440.8999938964844,447.6000061035156,436.0,437.54998779296875,437.54998779296875,1833155
2022-05-04,437.29998779296875,440.54998779296875,420.8999938964844,423.6000061035156,423.6000061035156,2337466
2022-05-05,429.79998779296875,433.8999938964844,423.70001220703125,426.29998779296875,426.29998779296875,886930
2022-05-06,419.75,420.20001220703125,407.0,408.70001220703125,408.70001220703125,1882332
2022-05-09,408.5,408.5,394.75,403.8500061035156,403.8500061035156,1600695
2022-05-10,399.95001220703125,408.5,390.0,391.70001220703125,391.70001220703125,554611
2022-05-11,396.0,397.0,377.6499938964844,387.8999938964844,387.8999938964844,983616
2022-05-12,383.95001220703125,384.3500061035156,366.04998779296875,372.1000061035156,372.1000061035156,1251789
2022-05-13,386.29998779296875,415.75,386.29998779296875,404.3500061035156,404.3500061035156,2941553
2022-05-16,411.0,411.8500061035156,396.20001220703125,405.29998779296875,405.29998779296875,1656060
2022-05-17,409.70001220703125,425.79998779296875,404.95001220703125,424.1000061035156,424.1000061035156,919224
2022-05-18,426.3999938964844,427.45001220703125,414.04998779296875,415.1000061035156,415.1000061035156,736031
2022-05-19,400.0,407.0,396.3999938964844,398.75,398.75,788812
2022-05-20,410.0,421.3500061035156,409.20001220703125,417.95001220703125,417.95001220703125,1687548
2022-05-23,421.1000061035156,431.1000061035156,419.70001220703125,421.6000061035156,421.6000061035156,693741
2022-05-24,422.29998779296875,427.5,416.0,425.6000061035156,425.6000061035156,1123617
2022-05-25,428.79998779296875,428.95001220703125,413.6000061035156,417.04998779296875,417.04998779296875,509378
2022-05-26,421.3999938964844,422.54998779296875,404.95001220703125,420.70001220703125,420.70001220703125,1167082
2022-05-27,424.0,433.0,424.0,429.6000061035156,429.6000061035156,1738708
2022-05-30,436.3500061035156,445.0,436.3500061035156,442.29998779296875,442.29998779296875,1810939
2022-05-31,443.95001220703125,449.5,440.45001220703125,443.8500061035156,443.8500061035156,724480
2022-06-01,444.20001220703125,446.0,439.6000061035156,444.70001220703125,444.70001220703125,1065088
2022-06-02,445.3500061035156,445.5,435.6499938964844,439.0,439.0,769591
2022-06-03,444.1000061035156,445.0,430.5,431.8999938964844,431.8999938964844,433375
2022-06-06,428.29998779296875,433.79998779296875,424.5,432.3500061035156,432.3500061035156,745310
2022-06-07,432.3500061035156,438.0,429.0,435.95001220703125,435.95001220703125,623469
2022-06-08,438.25,440.29998779296875,431.8999938964844,435.6000061035156,435.6000061035156,856012
2022-06-09,432.6000061035156,435.75,426.29998779296875,428.54998779296875,428.54998779296875,445859
2022-06-10,422.3500061035156,428.79998779296875,422.0,428.20001220703125,428.20001220703125,733978
2022-06-13,416.54998779296875,418.29998779296875,405.70001220703125,406.70001220703125,406.70001220703125,1389733
2022-06-14,403.54998779296875,411.8999938964844,397.6499938964844,405.04998779296875,405.04998779296875,1399281
2022-06-15,409.95001220703125,416.29998779296875,409.04998779296875,413.8500061035156,413.8500061035156,789444
2022-06-16,420.0,420.95001220703125,390.20001220703125,393.0,393.0,833047
2022-06-17,388.5,394.3500061035156,382.54998779296875,389.1499938964844,389.1499938964844,1972203
2022-06-20,390.1000061035156,392.95001220703125,376.70001220703125,382.75,382.75,1356242
2022-06-21,389.0,399.0,386.8500061035156,397.6000061035156,397.6000061035156,1509808
2022-06-22,397.29998779296875,397.29998779296875,390.54998779296875,393.0,393.0,967329
2022-06-23,395.1000061035156,409.70001220703125,394.75,407.20001220703125,407.20001220703125,1091420
2022-06-24,410.0,412.79998779296875,406.1499938964844,409.20001220703125,409.20001220703125,922179
2022-06-27,416.0,419.1499938964844,412.3500061035156,414.54998779296875,414.54998779296875,579734
2022-06-28,412.0,418.0,409.1000061035156,417.04998779296875,417.04998779296875,711556
2022-06-29,412.20001220703125,420.0,411.95001220703125,417.0,417.0,384428
2022-06-30,418.8999938964844,424.0,410.25,411.70001220703125,411.70001220703125,852402
2022-07-01,411.29998779296875,414.54998779296875,402.1499938964844,412.70001220703125,412.70001220703125,549570
2022-07-04,411.6000061035156,415.0,404.79998779296875,408.3500061035156,408.3500061035156,386582
2022-07-05,415.79998779296875,418.75,410.1499938964844,412.0,412.0,510971
2022-07-06,414.0,417.25,410.79998779296875,416.29998779296875,416.29998779296875,656422
2022-07-07,420.0,432.8999938964844,419.20001220703125,430.79998779296875,430.79998779296875,645110
2022-07-08,436.1000061035156,443.79998779296875,429.5,441.6000061035156,441.6000061035156,816584
2022-07-11,438.8500061035156,441.1499938964844,433.3500061035156,437.0,437.0,852916
2022-07-12,434.0,435.0,428.0,430.25,430.25,301480
2022-07-13,433.6000061035156,435.79998779296875,425.8999938964844,427.1000061035156,427.1000061035156,345028
2022-07-14,427.54998779296875,431.1499938964844,423.3500061035156,427.8999938964844,427.8999938964844,605663
2022-07-15,429.0,441.6000061035156,429.0,440.04998779296875,440.04998779296875,552787
2022-07-18,443.0,453.75,443.0,450.8999938964844,450.8999938964844,2862066
2022-07-19,447.20001220703125,451.75,444.3500061035156,448.95001220703125,448.95001220703125,856406
2022-07-20,453.79998779296875,460.75,452.0,453.3500061035156,453.3500061035156,548768
2022-07-21,453.8999938964844,455.5,450.04998779296875,454.75,454.75,320262
2022-07-22,455.0,459.8999938964844,452.20001220703125,454.8500061035156,454.8500061035156,443079
2022-07-25,458.20001220703125,458.20001220703125,446.5,449.5,449.5,470300
2022-07-26,449.3999938964844,449.3999938964844,439.79998779296875,441.04998779296875,441.04998779296875,448071
2022-07-27,441.45001220703125,444.95001220703125,436.0,443.95001220703125,443.95001220703125,548553
2022-07-28,438.79998779296875,449.1000061035156,427.3500061035156,442.3500061035156,442.3500061035156,1511497
2022-07-29,444.3500061035156,452.45001220703125,444.3500061035156,449.6499938964844,449.6499938964844,1216393
2022-08-01,451.1000061035156,480.8999938964844,451.1000061035156,479.25,479.25,6640257
2022-08-02,479.25,479.79998779296875,469.1499938964844,476.04998779296875,476.04998779296875,1654375
2022-08-03,474.95001220703125,476.1499938964844,459.3500061035156,467.70001220703125,467.70001220703125,760984
2022-08-04,470.5,480.0,456.6499938964844,468.70001220703125,468.70001220703125,674331
2022-08-05,468.6000061035156,472.8999938964844,464.3999938964844,465.3999938964844,465.3999938964844,418119
2022-08-08,466.0,471.75,464.45001220703125,468.1000061035156,468.1000061035156,872609
2022-08-10,469.1000061035156,477.20001220703125,463.5,475.6000061035156,475.6000061035156,435763
2022-08-11,481.20001220703125,484.25,475.54998779296875,476.6499938964844,476.6499938964844,1057403
2022-08-12,475.54998779296875,481.0,470.0,477.5,477.5,855522
2022-08-16,478.5,491.29998779296875,478.04998779296875,489.70001220703125,489.70001220703125,591551
2022-08-17,491.1000061035156,494.5,484.04998779296875,485.3999938964844,485.3999938964844,545795
2022-08-18,483.0,486.8999938964844,479.29998779296875,484.75,484.75,804638
2022-08-19,486.8999938964844,488.1499938964844,468.0,470.79998779296875,470.79998779296875,515509
2022-08-22,469.6499938964844,469.6499938964844,452.8999938964844,454.45001220703125,454.45001220703125,478260
2022-08-23,450.0,462.1000061035156,447.75,460.1499938964844,460.1499938964844,620169
2022-08-24,458.0,464.8999938964844,457.79998779296875,463.1000061035156,463.1000061035156,425431
2022-08-25,465.1499938964844,468.8999938964844,457.45001220703125,459.04998779296875,459.04998779296875,310245
2022-08-26,463.1000061035156,470.29998779296875,463.1000061035156,464.79998779296875,464.79998779296875,455205
2022-08-29,448.3999938964844,457.0,448.3999938964844,453.3500061035156,453.3500061035156,568021
2022-08-30,458.5,472.29998779296875,457.95001220703125,471.0,471.0,1236304
2022-09-01,464.0,474.3999938964844,462.29998779296875,466.75,466.75,512381
2022-09-02,471.1499938964844,471.8500061035156,460.3999938964844,462.1499938964844,462.1499938964844,377179
2022-09-05,461.1499938964844,463.8500061035156,457.20001220703125,459.0,459.0,656342
2022-09-06,462.29998779296875,463.75,456.6499938964844,457.79998779296875,457.79998779296875,608868
2022-09-07,454.0,456.5,443.75,445.8500061035156,445.8500061035156,1547406
2022-09-08,450.0,452.8999938964844,440.0,442.29998779296875,442.29998779296875,1345610
2022-09-09,446.20001220703125,449.5,440.6000061035156,446.0,446.0,1289617
2022-09-12,447.1000061035156,452.79998779296875,447.0,451.0,451.0,941059
2022-09-13,454.0,458.8500061035156,453.6000061035156,456.95001220703125,456.95001220703125,960616
2022-09-14,446.70001220703125,454.6499938964844,446.70001220703125,450.20001220703125,450.20001220703125,890937
2022-09-15,452.04998779296875,455.70001220703125,445.3500061035156,447.0,447.0,759432
2022-09-16,446.70001220703125,446.70001220703125,429.29998779296875,432.3999938964844,432.3999938964844,880536
2022-09-19,431.8999938964844,431.8999938964844,424.1000061035156,425.5,425.5,2038410
2022-09-20,429.70001220703125,443.20001220703125,429.70001220703125,434.25,434.25,1156273
2022-09-21,434.0,435.95001220703125,425.45001220703125,427.70001220703125,427.70001220703125,688778
2022-09-22,425.95001220703125,434.5,421.0,432.29998779296875,432.29998779296875,1039190
2022-09-23,431.5,432.0,420.6499938964844,423.04998779296875,423.04998779296875,980502
2022-09-26,416.0,417.6499938964844,393.3500061035156,397.6499938964844,397.6499938964844,1232540
2022-09-27,403.0,404.20001220703125,390.45001220703125,398.79998779296875,398.79998779296875,1853974
2022-09-28,395.0,406.3999938964844,392.75,399.04998779296875,399.04998779296875,1235337
2022-09-29,409.3999938964844,413.3500061035156,399.5,402.29998779296875,402.29998779296875,693454
2022-09-30,397.5,408.25,392.3999938964844,404.6499938964844,404.6499938964844,1504904
2022-10-03,405.8999938964844,406.70001220703125,395.5,397.6499938964844,397.6499938964844,1488059
2022-10-04,406.0,408.95001220703125,402.95001220703125,407.95001220703125,407.95001220703125,464732
2022-10-06,409.0,417.5,409.0,414.0,414.0,1101277
2022-10-07,414.0,414.0,408.70001220703125,412.20001220703125,412.20001220703125,379705
2022-10-10,403.1000061035156,403.95001220703125,393.1499938964844,395.95001220703125,395.95001220703125,2184113
2022-10-11,396.95001220703125,399.45001220703125,391.45001220703125,393.29998779296875,393.29998779296875,3402935
2022-10-12,395.0,398.20001220703125,391.20001220703125,396.5,396.5,558892
2022-10-13,396.0,403.3999938964844,394.5,398.95001220703125,398.95001220703125,461916
2022-10-14,405.1499938964844,409.0,395.3500061035156,396.20001220703125,396.20001220703125,490498
2022-10-17,394.0,398.8500061035156,392.29998779296875,396.1000061035156,396.1000061035156,375015
2022-10-18,400.20001220703125,406.5,400.20001220703125,404.29998779296875,404.29998779296875,423972
2022-10-19,405.1499938964844,407.1000061035156,397.5,399.04998779296875,399.04998779296875,608584
2022-10-20,397.5,399.8500061035156,393.1000061035156,398.04998779296875,398.04998779296875,753648
2022-10-21,397.1000061035156,402.3500061035156,394.75,397.95001220703125,397.95001220703125,416859
2022-10-24,403.0,404.8500061035156,400.04998779296875,401.54998779296875,401.54998779296875,150584
2022-10-25,404.0,410.3999938964844,403.3500061035156,404.6000061035156,404.6000061035156,704716
2022-10-27,405.54998779296875,411.54998779296875,404.0,407.6499938964844,407.6499938964844,1113968
2022-10-28,407.5,411.25,406.1000061035156,409.8500061035156,409.8500061035156,587444
2022-10-31,413.5,416.1499938964844,411.3500061035156,412.6000061035156,412.6000061035156,438862
2022-11-01,414.0,422.45001220703125,412.8500061035156,421.5,421.5,789503
2022-11-02,421.5,425.0,420.0,422.1000061035156,422.1000061035156,907341
2022-11-03,418.54998779296875,423.20001220703125,414.45001220703125,416.25,416.25,431261
2022-11-04,416.25,426.0,416.25,425.3500061035156,425.3500061035156,488715
2022-11-07,427.25,437.45001220703125,427.25,434.8999938964844,434.8999938964844,1494974
2022-11-09,437.20001220703125,441.1000061035156,432.0,433.0,433.0,597425
2022-11-10,418.1499938964844,420.1000061035156,409.29998779296875,412.20001220703125,412.20001220703125,1187213
2022-11-11,418.04998779296875,425.3999938964844,414.70001220703125,423.54998779296875,423.54998779296875,1549709
2022-11-14,423.3500061035156,437.6000061035156,423.3500061035156,433.6000061035156,433.6000061035156,1706880
2022-11-15,435.0,438.5,434.25,437.04998779296875,437.04998779296875,764416
2022-11-16,437.8999938964844,438.25,429.5,431.3999938964844,431.3999938964844,521559
2022-11-17,421.20001220703125,427.5,419.70001220703125,423.70001220703125,423.70001220703125,826429
2022-11-18,423.54998779296875,426.3999938964844,421.1000061035156,423.54998779296875,423.54998779296875,1548732
2022-11-21,426.29998779296875,427.5,420.0,421.04998779296875,421.04998779296875,510070
2022-11-22,421.79998779296875,426.3500061035156,421.04998779296875,424.6499938964844,424.6499938964844,441867
2022-11-23,426.1000061035156,429.25,423.0,424.1499938964844,424.1499938964844,514577
2022-11-24,423.6000061035156,425.29998779296875,420.6499938964844,423.3500061035156,423.3500061035156,601054
2022-11-25,424.25,435.3999938964844,424.25,433.25,433.25,620606
2022-11-28,434.45001220703125,440.0,432.3999938964844,433.20001220703125,433.20001220703125,842444
2022-11-29,432.8999938964844,437.8500061035156,429.54998779296875,433.04998779296875,433.04998779296875,402818
2022-11-30,433.0,440.8999938964844,433.0,439.3500061035156,439.3500061035156,490299
2022-12-01,442.29998779296875,443.3999938964844,436.79998779296875,438.29998779296875,438.29998779296875,377772
2022-12-02,438.54998779296875,441.04998779296875,434.79998779296875,435.29998779296875,435.29998779296875,577833
2022-12-05,434.0,437.3999938964844,427.79998779296875,428.70001220703125,428.70001220703125,354606
2022-12-06,428.0,431.29998779296875,425.70001220703125,427.29998779296875,427.29998779296875,266325
2022-12-07,426.6000061035156,427.29998779296875,419.04998779296875,420.1000061035156,420.1000061035156,775649
2022-12-08,420.70001220703125,421.29998779296875,415.6499938964844,417.20001220703125,417.20001220703125,1816861
2022-12-09,419.95001220703125,420.8999938964844,409.6000061035156,413.3500061035156,413.3500061035156,754729
2022-12-12,411.75,416.95001220703125,408.0,414.1000061035156,414.1000061035156,551123
2022-12-13,419.5,421.29998779296875,417.29998779296875,418.5,418.5,305690
2022-12-14,420.0,421.45001220703125,417.45001220703125,417.95001220703125,417.95001220703125,558728
2022-12-15,419.0,422.54998779296875,415.70001220703125,416.6499938964844,416.6499938964844,663571
2022-12-16,416.04998779296875,427.75,413.1000061035156,421.25,421.25,714559
2022-12-19,422.3999938964844,422.95001220703125,415.75,417.8999938964844,417.8999938964844,294287
2022-12-20,417.5,417.8999938964844,408.0,410.6000061035156,410.6000061035156,371871
2022-12-21,412.0,414.3999938964844,401.0,402.8999938964844,402.8999938964844,981253
2022-12-22,403.5,404.75,390.20001220703125,394.3500061035156,394.3500061035156,1480489
2022-12-23,390.0,390.04998779296875,376.6000061035156,378.29998779296875,378.29998779296875,1769862
2022-12-26,378.29998779296875,390.6000061035156,375.5,384.8500061035156,384.8500061035156,781059
2022-12-27,392.0,397.20001220703125,388.25,394.1499938964844,394.1499938964844,1102815
2022-12-28,394.1499938964844,395.95001220703125,390.6000061035156,391.3999938964844,391.3999938964844,647942
2022-12-29,389.5,390.1499938964844,383.0,385.8999938964844,385.8999938964844,1006593
2022-12-30,391.0,392.1000061035156,387.04998779296875,388.1000061035156,388.1000061035156,717322
